h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.335474,0.905143,0.335474,0.905143,"{'att': 342, 'def': 15}","{'att': 147, 'def': 19}",5,9,0,1,0.6828,l,2022-02-08 19:45:00,0,0,1,0,-0.569669
h,0.532979,1.80456,0.532979,1.80456,"{'att': 324, 'def': 30}","{'att': 154, 'def': 27}",5,5,0,2,0.3571999999999999,l,2022-02-12 15:00:00,0,0,1,0,-1.271581
a,1.82051,1.0267,1.82051,1.0267,"{'att': 306, 'def': 14}","{'att': 225, 'def': 25}",4,18,1,0,2.0503,w,2022-02-19 15:00:00,1,0,0,3,0.7938100000000001
h,1.71917,0.818403,1.71917,0.818403,"{'att': 348, 'def': 13}","{'att': 273, 'def': 25}",4,2,1,4,2.1716,l,2022-02-23 19:30:00,0,0,1,0,0.900767
a,3.00939,1.67926,2.09241,1.67926,"{'att': 244, 'def': 21}","{'att': 245, 'def': 10}",10,5,4,2,2.2684,w,2021-08-15 13:00:00,1,0,0,3,0.4131500000000001
h,2.28613,0.62676,2.28613,0.62676,"{'att': 327, 'def': 14}","{'att': 284, 'def': 22}",5,5,4,1,2.4983,w,2021-08-23 19:00:00,1,0,0,3,1.65937
h,1.44748,1.67658,1.44748,1.67658,"{'att': 302, 'def': 27}","{'att': 169, 'def': 19}",11,6,2,2,1.1347,d,2021-08-28 14:00:00,0,1,0,1,-0.2290999999999998
a,0.725407,0.692135,0.725407,0.692135,"{'att': 231, 'def': 30}","{'att': 287, 'def': 12}",1,4,0,0,1.3385999999999998,d,2021-09-11 14:00:00,0,1,0,1,0.033272
h,1.6671,1.8954,0.905935,1.8954,"{'att': 336, 'def': 20}","{'att': 226, 'def': 18}",7,7,1,2,1.1842,l,2021-09-19 13:00:00,0,0,1,0,-0.989465
a,1.98962,1.1967,1.98962,1.1967,"{'att': 244, 'def': 12}","{'att': 191, 'def': 14}",5,8,2,1,1.9499,w,2021-09-25 14:00:00,1,0,0,3,0.7929199999999998
h,1.37258,1.30098,1.37258,1.30098,"{'att': 132, 'def': 22}","{'att': 188, 'def': 14}",8,1,1,2,1.3847999999999998,l,2021-10-03 13:00:00,0,0,1,0,0.0715999999999998
a,2.03034,0.854165,2.03034,0.854165,"{'att': 147, 'def': 13}","{'att': 313, 'def': 17}",9,8,1,0,2.28,w,2021-10-17 13:00:00,1,0,0,3,1.1761749999999995
h,1.73468,0.672198,1.73468,0.672198,"{'att': 367, 'def': 17}","{'att': 226, 'def': 20}",6,2,1,0,2.2542,w,2021-10-24 13:00:00,1,0,0,3,1.062482
a,2.66391,0.687551,2.66391,0.687551,"{'att': 158, 'def': 23}","{'att': 273, 'def': 12}",4,3,4,1,2.7567000000000004,w,2021-10-31 16:30:00,1,0,0,3,1.976359
h,1.25298,1.45641,1.25298,1.45641,"{'att': 309, 'def': 15}","{'att': 146, 'def': 22}",3,16,3,2,1.2139,w,2021-11-07 16:30:00,1,0,0,3,-0.20343
a,0.436331,1.31903,0.436331,1.31903,"{'att': 328, 'def': 28}","{'att': 282, 'def': 13}",7,5,0,1,0.6138,l,2021-11-20 15:00:00,0,0,1,0,-0.8826989999999999
a,0.171763,2.72187,0.171763,2.72187,"{'att': 406, 'def': 17}","{'att': 154, 'def': 21}",5,9,1,2,0.0579,l,2021-11-28 14:00:00,0,0,1,0,-2.550107
h,1.14679,1.2607,1.14679,1.2607,"{'att': 321, 'def': 24}","{'att': 99, 'def': 28}",5,10,1,1,1.2522000000000002,d,2021-12-01 19:30:00,0,1,0,1,-0.1139099999999999
h,2.0174,1.37049,1.25623,1.37049,"{'att': 252, 'def': 20}","{'att': 189, 'def': 20}",4,13,3,2,1.8787000000000005,w,2021-12-04 12:30:00,1,0,0,3,-0.11426
a,0.998813,0.54801,0.998813,0.54801,"{'att': 122, 'def': 17}","{'att': 194, 'def': 17}",8,3,0,0,1.7400000000000002,d,2021-12-12 14:00:00,0,1,0,1,0.4508029999999999
a,0.338855,2.81482,0.338855,2.05365,"{'att': 242, 'def': 18}","{'att': 200, 'def': 22}",0,13,0,2,0.0943,l,2021-12-15 20:00:00,0,0,1,0,-1.714795
h,1.53745,1.35643,1.53745,0.595257,"{'att': 172, 'def': 18}","{'att': 206, 'def': 22}",10,2,2,3,1.5153,l,2021-12-26 15:00:00,0,0,1,0,0.942193
a,2.84084,1.0143,2.07967,1.0143,"{'att': 137, 'def': 29}","{'att': 208, 'def': 23}",6,3,4,1,2.5771,w,2021-12-28 15:00:00,1,0,0,3,1.0653700000000002
a,2.23146,2.69204,1.47029,2.69204,"{'att': 334, 'def': 34}","{'att': 153, 'def': 15}",4,11,3,2,1.0835,w,2022-01-01 17:30:00,1,0,0,3,-1.22175
h,2.89217,0.343347,2.89217,0.343347,"{'att': 191, 'def': 20}","{'att': 285, 'def': 10}",12,4,2,0,2.8644,w,2022-01-12 21:45:00,1,0,0,3,2.548823
h,2.3549,2.26884,2.3549,2.26884,"{'att': 234, 'def': 25}","{'att': 169, 'def': 20}",9,6,2,3,1.4292999999999998,l,2022-01-16 14:00:00,0,0,1,0,0.0860600000000002
a,0.238027,1.75857,0.238027,1.75857,"{'att': 296, 'def': 25}","{'att': 229, 'def': 19}",3,12,0,1,0.152,l,2022-01-22 15:00:00,0,0,1,0,-1.520543
h,0.905143,0.335474,0.905143,0.335474,"{'att': 147, 'def': 19}","{'att': 342, 'def': 15}",9,5,1,0,1.9581,w,2022-02-08 19:45:00,1,0,0,3,0.569669
a,0.745068,1.40693,0.745068,0.645761,"{'att': 333, 'def': 21}","{'att': 249, 'def': 22}",7,3,2,2,0.7605,d,2022-02-13 16:30:00,0,1,0,1,0.0993069999999999
h,0.847948,0.932574,0.847948,0.932574,"{'att': 234, 'def': 10}","{'att': 193, 'def': 16}",7,9,1,1,1.2407,d,2022-02-19 12:30:00,0,1,0,1,-0.0846259999999999
a,1.32714,0.668082,1.32714,0.668082,"{'att': 385, 'def': 19}","{'att': 253, 'def': 22}",7,6,0,1,1.9451,l,2021-08-14 14:00:00,0,0,1,0,0.659058
h,1.51127,1.72636,1.51127,0.965189,"{'att': 199, 'def': 27}","{'att': 234, 'def': 17}",9,6,0,1,1.1373000000000002,l,2021-08-22 13:00:00,0,0,1,0,0.5460809999999999
h,1.79575,0.944083,1.79575,0.944083,"{'att': 345, 'def': 14}","{'att': 238, 'def': 26}",6,8,0,1,2.0745,l,2021-08-29 15:30:00,0,0,1,0,0.851667
a,2.55922,0.185407,2.55922,0.185407,"{'att': 224, 'def': 31}","{'att': 295, 'def': 21}",7,3,2,0,2.9238,w,2021-09-11 14:00:00,1,0,0,3,2.373813
h,1.02316,2.32741,1.02316,1.56627,"{'att': 176, 'def': 14}","{'att': 248, 'def': 23}",4,3,0,2,0.4085,l,2021-09-18 11:30:00,0,0,1,0,-0.54311
a,0.909833,0.909342,0.909833,0.909342,"{'att': 259, 'def': 8}","{'att': 184, 'def': 22}",3,7,1,0,1.3647999999999998,w,2021-09-26 13:00:00,1,0,0,3,0.000491
h,1.15849,0.865217,1.15849,0.865217,"{'att': 224, 'def': 21}","{'att': 276, 'def': 21}",3,1,2,1,1.63,w,2021-10-02 14:00:00,1,0,0,3,0.293273
a,2.19633,1.21276,2.19633,1.21276,"{'att': 237, 'def': 26}","{'att': 203, 'def': 16}",10,7,3,2,2.1291,w,2021-10-16 14:00:00,1,0,0,3,0.98357
a,0.858644,1.71313,0.858644,0.951964,"{'att': 280, 'def': 18}","{'att': 144, 'def': 40}",2,4,1,1,0.6571,d,2021-10-23 14:00:00,0,1,0,1,-0.09332
h,1.69344,1.69767,1.69344,1.69767,"{'att': 187, 'def': 22}","{'att': 377, 'def': 28}",6,7,2,1,1.3435,w,2021-11-01 20:00:00,1,0,0,3,-0.0042299999999999
a,0.25416,2.65161,0.25416,2.65161,"{'att': 337, 'def': 21}","{'att': 199, 'def': 31}",2,10,0,2,0.0798,l,2021-11-06 15:00:00,0,0,1,0,-2.39745
h,1.31903,0.436331,1.31903,0.436331,"{'att': 282, 'def': 13}","{'att': 328, 'def': 28}",5,7,1,0,2.1129,w,2021-11-20 15:00:00,1,0,0,3,0.8826989999999999
a,0.297157,1.4047,0.297157,1.4047,"{'att': 240, 'def': 15}","{'att': 360, 'def': 27}",5,9,0,0,0.4192,d,2021-11-27 15:00:00,0,1,0,1,-1.1075430000000002
h,0.711691,0.195537,0.711691,0.195537,"{'att': 119, 'def': 17}","{'att': 280, 'def': 20}",5,6,0,0,1.8234,d,2021-12-01 19:30:00,0,1,0,1,0.516154
h,0.095167,2.42332,0.095167,2.42332,"{'att': 317, 'def': 8}","{'att': 176, 'def': 24}",1,16,0,1,0.0681,l,2021-12-04 15:00:00,0,0,1,0,-2.328153
a,0.0762839,2.99915,0.0762839,2.23799,"{'att': 332, 'def': 7}","{'att': 200, 'def': 32}",1,23,0,1,0.0325,l,2021-12-11 12:30:00,0,0,1,0,-2.1617061
a,1.11736,1.20118,1.11736,1.20118,"{'att': 269, 'def': 15}","{'att': 190, 'def': 30}",3,2,1,0,1.2184,w,2021-12-15 19:30:00,1,0,0,3,-0.08382
h,0.321371,0.793952,0.321371,0.793952,"{'att': 402, 'def': 12}","{'att': 250, 'def': 24}",4,11,0,0,0.7828,d,2021-12-19 14:00:00,0,1,0,1,-0.472581
a,0.840925,0.768752,0.840925,0.768752,"{'att': 254, 'def': 18}","{'att': 239, 'def': 17}",7,3,1,0,1.3995,w,2022-01-03 17:30:00,1,0,0,3,0.072173
h,2.29917,0.91728,1.538,0.91728,"{'att': 237, 'def': 25}","{'att': 167, 'def': 13}",4,8,3,1,2.4564000000000004,w,2022-01-15 15:00:00,1,0,0,3,0.62072
a,0.218211,0.742573,0.218211,0.742573,"{'att': 239, 'def': 15}","{'att': 232, 'def': 23}",2,6,2,1,0.7401,w,2022-01-22 15:00:00,1,0,0,3,-0.524362
h,0.641359,1.45247,0.641359,1.45247,"{'att': 172, 'def': 19}","{'att': 252, 'def': 16}",2,9,0,1,0.5597,l,2022-02-10 19:45:00,0,0,1,0,-0.8111109999999999
a,1.87026,0.838197,1.87026,0.838197,"{'att': 331, 'def': 18}","{'att': 242, 'def': 25}",4,8,2,0,2.2487,w,2022-02-13 14:00:00,1,0,0,3,1.032063
h,0.472777,1.55048,0.472777,1.55048,"{'att': 312, 'def': 12}","{'att': 191, 'def': 25}",4,8,2,1,0.4078,w,2022-02-20 16:30:00,1,0,0,3,-1.077703
h,1.06014,2.10585,1.06014,2.10585,"{'att': 294, 'def': 17}","{'att': 135, 'def': 22}",5,8,1,0,0.6512,w,2021-08-15 15:30:00,1,0,0,3,-1.04571
a,1.72636,1.51127,0.965189,1.51127,"{'att': 234, 'def': 17}","{'att': 199, 'def': 27}",6,9,1,0,1.5867,w,2021-08-22 13:00:00,1,0,0,3,-0.5460809999999999
h,0.920963,0.596016,0.920963,0.596016,"{'att': 242, 'def': 21}","{'att': 231, 'def': 12}",16,4,1,0,1.6041999999999998,w,2021-08-29 13:00:00,1,0,0,3,0.324947
a,0.0775646,2.89372,0.0775646,2.13255,"{'att': 268, 'def': 21}","{'att': 169, 'def': 28}",1,7,0,3,0.0144,l,2021-09-11 11:30:00,0,0,1,0,-2.0549854
h,0.70567,2.5869,0.70567,2.5869,"{'att': 298, 'def': 20}","{'att': 298, 'def': 32}",0,15,0,3,0.276,l,2021-09-19 15:30:00,0,0,1,0,-1.88123
a,0.980166,1.44499,0.980166,1.44499,"{'att': 225, 'def': 18}","{'att': 246, 'def': 15}",2,5,1,3,0.9357,l,2021-09-26 15:30:00,0,0,1,0,-0.464824
h,1.78187,1.07395,1.78187,1.07395,"{'att': 157, 'def': 20}","{'att': 240, 'def': 33}",11,11,2,1,1.8999,w,2021-10-03 13:00:00,1,0,0,3,0.7079200000000001
a,1.55008,0.645658,1.55008,0.645658,"{'att': 183, 'def': 20}","{'att': 370, 'def': 32}",10,3,3,2,2.1853,w,2021-10-17 15:30:00,1,0,0,3,0.904422
a,0.672198,1.73468,0.672198,1.73468,"{'att': 226, 'def': 20}","{'att': 367, 'def': 17}",2,6,0,1,0.5223,l,2021-10-24 13:00:00,0,0,1,0,-1.062482
h,1.15787,1.38612,1.15787,1.38612,"{'att': 208, 'def': 29}","{'att': 298, 'def': 29}",3,9,0,3,1.1688,l,2021-10-30 16:30:00,0,0,1,0,-0.22825
a,0.801798,0.597906,0.801798,0.597906,"{'att': 217, 'def': 24}","{'att': 323, 'def': 31}",3,9,0,0,1.5282,d,2021-11-07 14:00:00,0,1,0,1,0.2038919999999999
h,2.31744,1.46689,2.31744,1.46689,"{'att': 307, 'def': 32}","{'att': 230, 'def': 31}",8,5,2,1,2.0156,w,2021-11-21 16:30:00,1,0,0,3,0.8505499999999999
h,2.07248,0.225492,2.07248,0.225492,"{'att': 315, 'def': 18}","{'att': 253, 'def': 16}",6,7,2,0,2.7792,w,2021-12-02 19:30:00,1,0,0,3,1.846988
h,2.00668,1.06562,2.00668,1.06562,"{'att': 457, 'def': 19}","{'att': 248, 'def': 11}",3,9,3,0,2.0734,w,2021-12-05 14:00:00,1,0,0,3,0.9410599999999998
h,2.79777,1.54944,2.79777,1.54944,"{'att': 233, 'def': 11}","{'att': 239, 'def': 36}",11,13,2,2,2.2655000000000003,d,2021-12-19 16:30:00,0,1,0,1,1.24833
h,2.82148,0.178324,2.82148,0.178324,"{'att': 238, 'def': 42}","{'att': 350, 'def': 25}",15,2,3,0,2.9006000000000003,w,2021-12-26 15:00:00,1,0,0,3,2.6431560000000003
a,2.80917,0.353043,2.048,0.353043,"{'att': 107, 'def': 14}","{'att': 228, 'def': 28}",10,0,1,1,2.8349,d,2021-12-28 15:00:00,0,1,0,1,1.694957
a,1.93752,0.303514,1.93752,0.303514,"{'att': 141, 'def': 25}","{'att': 286, 'def': 9}",20,0,1,0,2.621,w,2022-01-01 15:00:00,1,0,0,3,1.6340059999999998
a,4.24711,1.95031,4.24711,1.95031,"{'att': 371, 'def': 23}","{'att': 354, 'def': 12}",11,6,3,2,2.5865,w,2022-01-19 19:30:00,1,0,0,3,2.2968
a,0.328818,1.04212,0.328818,1.04212,"{'att': 390, 'def': 23}","{'att': 175, 'def': 31}",4,4,0,2,0.6659999999999999,l,2022-01-23 16:30:00,0,0,1,0,-0.7133019999999999
h,1.74286,1.73293,1.74286,1.73293,"{'att': 206, 'def': 19}","{'att': 237, 'def': 25}",4,7,2,3,1.3881,l,2022-02-09 19:45:00,0,0,1,0,0.0099299999999999
h,0.838197,1.87026,0.838197,1.87026,"{'att': 242, 'def': 25}","{'att': 331, 'def': 18}",8,4,0,2,0.5387,l,2022-02-13 14:00:00,0,0,1,0,-1.032063
a,2.00235,2.31773,2.00235,1.55656,"{'att': 248, 'def': 4}","{'att': 205, 'def': 24}",2,22,3,2,1.1663,w,2022-02-19 17:30:00,1,0,0,3,0.4457899999999999
a,0.691655,1.55576,0.691655,1.55576,"{'att': 152, 'def': 16}","{'att': 363, 'def': 30}",11,3,0,1,0.6121,l,2022-02-23 19:30:00,0,0,1,0,-0.864105
a,2.47025,1.89569,2.47025,1.89569,"{'att': 215, 'def': 12}","{'att': 294, 'def': 37}",10,16,4,0,1.7696,w,2022-02-26 12:30:00,1,0,0,3,0.57456
h,1.35036,1.13718,1.35036,0.376011,"{'att': 303, 'def': 21}","{'att': 182, 'def': 28}",4,6,3,2,1.4836,w,2021-08-14 14:00:00,1,0,0,3,0.974349
a,0.407224,1.77896,0.407224,1.77896,"{'att': 388, 'def': 15}","{'att': 266, 'def': 21}",6,7,0,2,0.3250999999999999,l,2021-08-21 16:30:00,0,0,1,0,-1.371736
a,0.596016,0.920963,0.596016,0.920963,"{'att': 231, 'def': 12}","{'att': 242, 'def': 21}",4,16,0,1,1.0348,l,2021-08-29 13:00:00,0,0,1,0,-0.324947
h,0.185407,2.55922,0.185407,2.55922,"{'att': 295, 'def': 21}","{'att': 224, 'def': 31}",3,7,0,2,0.0432,l,2021-09-11 14:00:00,0,0,1,0,-2.373813
a,2.42487,0.782665,2.42487,0.782665,"{'att': 208, 'def': 20}","{'att': 218, 'def': 27}",7,12,3,1,2.5006,w,2021-09-18 14:00:00,1,0,0,3,1.6422049999999997
h,0.904061,2.52338,0.904061,2.52338,"{'att': 156, 'def': 29}","{'att': 184, 'def': 23}",3,4,1,1,0.4043,d,2021-09-25 14:00:00,0,1,0,1,-1.619319
a,0.192794,1.57388,0.192794,1.57388,"{'att': 291, 'def': 21}","{'att': 108, 'def': 16}",4,9,0,1,0.2994,l,2021-10-02 14:00:00,0,0,1,0,-1.381086
h,0.302302,3.65553,0.302302,3.65553,"{'att': 496, 'def': 11}","{'att': 122, 'def': 25}",5,10,0,5,0.0189,l,2021-10-16 11:30:00,0,0,1,0,-3.353228
a,3.10344,1.84089,3.10344,1.84089,"{'att': 188, 'def': 14}","{'att': 203, 'def': 19}",6,12,5,2,2.2206,w,2021-10-23 14:00:00,1,0,0,3,1.26255
h,0.852556,1.90757,0.852556,1.90757,"{'att': 261, 'def': 26}","{'att': 134, 'def': 19}",4,11,0,1,0.5717,l,2021-10-30 14:00:00,0,0,1,0,-1.055014
a,0.491659,1.49208,0.491659,0.730909,"{'att': 305, 'def': 28}","{'att': 178, 'def': 15}",1,7,0,1,0.4729,l,2021-11-07 14:00:00,0,0,1,0,-0.23925
h,2.73393,1.66794,1.97277,1.66794,"{'att': 352, 'def': 27}","{'att': 122, 'def': 5}",7,9,4,1,2.0904000000000003,w,2021-11-20 15:00:00,1,0,0,3,0.3048299999999999
a,2.38383,2.16027,1.62266,2.16027,"{'att': 185, 'def': 37}","{'att': 118, 'def': 10}",4,8,2,4,1.5234,l,2021-11-28 14:00:00,0,0,1,0,-0.5376100000000001
h,0.990877,0.908574,0.990877,0.908574,"{'att': 202, 'def': 29}","{'att': 126, 'def': 16}",7,7,1,2,1.3971,l,2021-12-01 19:30:00,0,0,1,0,0.082303
h,0.675105,4.03223,0.675105,4.03223,"{'att': 482, 'def': 15}","{'att': 106, 'def': 17}",2,27,1,3,0.0801,l,2021-12-04 17:30:00,0,0,1,0,-3.3571250000000004
a,0.561554,1.82799,0.561554,1.06682,"{'att': 235, 'def': 23}","{'att': 119, 'def': 29}",2,6,1,2,0.3845,l,2021-12-10 20:00:00,0,0,1,0,-0.5052660000000001
h,1.0143,2.84084,1.0143,2.07967,"{'att': 208, 'def': 23}","{'att': 137, 'def': 29}",3,6,1,4,0.3019,l,2021-12-28 15:00:00,0,0,1,0,-1.0653700000000002
h,0.303514,1.93752,0.303514,1.93752,"{'att': 286, 'def': 9}","{'att': 141, 'def': 25}",0,20,0,1,0.2414,l,2022-01-01 15:00:00,0,0,1,0,-1.6340059999999998
a,1.49623,1.03855,1.49623,1.03855,"{'att': 215, 'def': 21}","{'att': 235, 'def': 32}",7,4,1,1,1.7258,d,2022-01-15 15:00:00,0,1,0,1,0.4576799999999998
h,1.30606,0.925212,1.30606,0.925212,"{'att': 112, 'def': 22}","{'att': 297, 'def': 36}",9,2,0,3,1.6481,l,2022-01-21 20:00:00,0,0,1,0,0.3808479999999999
a,0.933965,0.765905,0.933965,0.765905,"{'att': 193, 'def': 21}","{'att': 158, 'def': 19}",9,5,0,0,1.4773,d,2022-02-05 18:00:00,0,1,0,1,0.1680600000000001
a,0.335474,0.905143,0.335474,0.905143,"{'att': 342, 'def': 15}","{'att': 147, 'def': 19}",5,9,0,1,0.6828,l,2022-02-08 19:45:00,0,0,1,0,-0.569669
h,0.532979,1.80456,0.532979,1.80456,"{'att': 324, 'def': 30}","{'att': 154, 'def': 27}",5,5,0,2,0.3571999999999999,l,2022-02-12 15:00:00,0,0,1,0,-1.271581
a,1.82051,1.0267,1.82051,1.0267,"{'att': 306, 'def': 14}","{'att': 225, 'def': 25}",4,18,1,0,2.0503,w,2022-02-19 15:00:00,1,0,0,3,0.7938100000000001
h,1.71917,0.818403,1.71917,0.818403,"{'att': 348, 'def': 13}","{'att': 273, 'def': 25}",4,2,1,4,2.1716,l,2022-02-23 19:30:00,0,0,1,0,0.900767
a,0.437185,2.41457,0.437185,2.41457,"{'att': 323, 'def': 21}","{'att': 164, 'def': 18}",1,11,0,0,0.2111,d,2022-02-26 15:00:00,0,1,0,1,-1.977385
a,3.00939,1.67926,2.09241,1.67926,"{'att': 244, 'def': 21}","{'att': 245, 'def': 10}",10,5,4,2,2.2684,w,2021-08-15 13:00:00,1,0,0,3,0.4131500000000001
h,2.28613,0.62676,2.28613,0.62676,"{'att': 327, 'def': 14}","{'att': 284, 'def': 22}",5,5,4,1,2.4983,w,2021-08-23 19:00:00,1,0,0,3,1.65937
h,1.44748,1.67658,1.44748,1.67658,"{'att': 302, 'def': 27}","{'att': 169, 'def': 19}",11,6,2,2,1.1347,d,2021-08-28 14:00:00,0,1,0,1,-0.2290999999999998
a,0.725407,0.692135,0.725407,0.692135,"{'att': 231, 'def': 30}","{'att': 287, 'def': 12}",1,4,0,0,1.3385999999999998,d,2021-09-11 14:00:00,0,1,0,1,0.033272
h,1.6671,1.8954,0.905935,1.8954,"{'att': 336, 'def': 20}","{'att': 226, 'def': 18}",7,7,1,2,1.1842,l,2021-09-19 13:00:00,0,0,1,0,-0.989465
a,1.98962,1.1967,1.98962,1.1967,"{'att': 244, 'def': 12}","{'att': 191, 'def': 14}",5,8,2,1,1.9499,w,2021-09-25 14:00:00,1,0,0,3,0.7929199999999998
h,1.37258,1.30098,1.37258,1.30098,"{'att': 132, 'def': 22}","{'att': 188, 'def': 14}",8,1,1,2,1.3847999999999998,l,2021-10-03 13:00:00,0,0,1,0,0.0715999999999998
a,2.03034,0.854165,2.03034,0.854165,"{'att': 147, 'def': 13}","{'att': 313, 'def': 17}",9,8,1,0,2.28,w,2021-10-17 13:00:00,1,0,0,3,1.1761749999999995
h,1.73468,0.672198,1.73468,0.672198,"{'att': 367, 'def': 17}","{'att': 226, 'def': 20}",6,2,1,0,2.2542,w,2021-10-24 13:00:00,1,0,0,3,1.062482
a,2.66391,0.687551,2.66391,0.687551,"{'att': 158, 'def': 23}","{'att': 273, 'def': 12}",4,3,4,1,2.7567000000000004,w,2021-10-31 16:30:00,1,0,0,3,1.976359
h,1.25298,1.45641,1.25298,1.45641,"{'att': 309, 'def': 15}","{'att': 146, 'def': 22}",3,16,3,2,1.2139,w,2021-11-07 16:30:00,1,0,0,3,-0.20343
a,0.436331,1.31903,0.436331,1.31903,"{'att': 328, 'def': 28}","{'att': 282, 'def': 13}",7,5,0,1,0.6138,l,2021-11-20 15:00:00,0,0,1,0,-0.8826989999999999
a,0.171763,2.72187,0.171763,2.72187,"{'att': 406, 'def': 17}","{'att': 154, 'def': 21}",5,9,1,2,0.0579,l,2021-11-28 14:00:00,0,0,1,0,-2.550107
h,1.14679,1.2607,1.14679,1.2607,"{'att': 321, 'def': 24}","{'att': 99, 'def': 28}",5,10,1,1,1.2522000000000002,d,2021-12-01 19:30:00,0,1,0,1,-0.1139099999999999
h,2.0174,1.37049,1.25623,1.37049,"{'att': 252, 'def': 20}","{'att': 189, 'def': 20}",4,13,3,2,1.8787000000000005,w,2021-12-04 12:30:00,1,0,0,3,-0.11426
a,0.998813,0.54801,0.998813,0.54801,"{'att': 122, 'def': 17}","{'att': 194, 'def': 17}",8,3,0,0,1.7400000000000002,d,2021-12-12 14:00:00,0,1,0,1,0.4508029999999999
a,0.338855,2.81482,0.338855,2.05365,"{'att': 242, 'def': 18}","{'att': 200, 'def': 22}",0,13,0,2,0.0943,l,2021-12-15 20:00:00,0,0,1,0,-1.714795
h,1.53745,1.35643,1.53745,0.595257,"{'att': 172, 'def': 18}","{'att': 206, 'def': 22}",10,2,2,3,1.5153,l,2021-12-26 15:00:00,0,0,1,0,0.942193
a,2.84084,1.0143,2.07967,1.0143,"{'att': 137, 'def': 29}","{'att': 208, 'def': 23}",6,3,4,1,2.5771,w,2021-12-28 15:00:00,1,0,0,3,1.0653700000000002
a,2.23146,2.69204,1.47029,2.69204,"{'att': 334, 'def': 34}","{'att': 153, 'def': 15}",4,11,3,2,1.0835,w,2022-01-01 17:30:00,1,0,0,3,-1.22175
h,2.89217,0.343347,2.89217,0.343347,"{'att': 191, 'def': 20}","{'att': 285, 'def': 10}",12,4,2,0,2.8644,w,2022-01-12 21:45:00,1,0,0,3,2.548823
h,2.3549,2.26884,2.3549,2.26884,"{'att': 234, 'def': 25}","{'att': 169, 'def': 20}",9,6,2,3,1.4292999999999998,l,2022-01-16 14:00:00,0,0,1,0,0.0860600000000002
a,0.238027,1.75857,0.238027,1.75857,"{'att': 296, 'def': 25}","{'att': 229, 'def': 19}",3,12,0,1,0.152,l,2022-01-22 15:00:00,0,0,1,0,-1.520543
h,0.905143,0.335474,0.905143,0.335474,"{'att': 147, 'def': 19}","{'att': 342, 'def': 15}",9,5,1,0,1.9581,w,2022-02-08 19:45:00,1,0,0,3,0.569669
a,0.745068,1.40693,0.745068,0.645761,"{'att': 333, 'def': 21}","{'att': 249, 'def': 22}",7,3,2,2,0.7605,d,2022-02-13 16:30:00,0,1,0,1,0.0993069999999999
h,0.847948,0.932574,0.847948,0.932574,"{'att': 234, 'def': 10}","{'att': 193, 'def': 16}",7,9,1,1,1.2407,d,2022-02-19 12:30:00,0,1,0,1,-0.0846259999999999
a,1.32714,0.668082,1.32714,0.668082,"{'att': 385, 'def': 19}","{'att': 253, 'def': 22}",7,6,0,1,1.9451,l,2021-08-14 14:00:00,0,0,1,0,0.659058
h,1.51127,1.72636,1.51127,0.965189,"{'att': 199, 'def': 27}","{'att': 234, 'def': 17}",9,6,0,1,1.1373000000000002,l,2021-08-22 13:00:00,0,0,1,0,0.5460809999999999
h,1.79575,0.944083,1.79575,0.944083,"{'att': 345, 'def': 14}","{'att': 238, 'def': 26}",6,8,0,1,2.0745,l,2021-08-29 15:30:00,0,0,1,0,0.851667
a,2.55922,0.185407,2.55922,0.185407,"{'att': 224, 'def': 31}","{'att': 295, 'def': 21}",7,3,2,0,2.9238,w,2021-09-11 14:00:00,1,0,0,3,2.373813
h,1.02316,2.32741,1.02316,1.56627,"{'att': 176, 'def': 14}","{'att': 248, 'def': 23}",4,3,0,2,0.4085,l,2021-09-18 11:30:00,0,0,1,0,-0.54311
a,0.909833,0.909342,0.909833,0.909342,"{'att': 259, 'def': 8}","{'att': 184, 'def': 22}",3,7,1,0,1.3647999999999998,w,2021-09-26 13:00:00,1,0,0,3,0.000491
h,1.15849,0.865217,1.15849,0.865217,"{'att': 224, 'def': 21}","{'att': 276, 'def': 21}",3,1,2,1,1.63,w,2021-10-02 14:00:00,1,0,0,3,0.293273
a,2.19633,1.21276,2.19633,1.21276,"{'att': 237, 'def': 26}","{'att': 203, 'def': 16}",10,7,3,2,2.1291,w,2021-10-16 14:00:00,1,0,0,3,0.98357
a,0.858644,1.71313,0.858644,0.951964,"{'att': 280, 'def': 18}","{'att': 144, 'def': 40}",2,4,1,1,0.6571,d,2021-10-23 14:00:00,0,1,0,1,-0.09332
h,1.69344,1.69767,1.69344,1.69767,"{'att': 187, 'def': 22}","{'att': 377, 'def': 28}",6,7,2,1,1.3435,w,2021-11-01 20:00:00,1,0,0,3,-0.0042299999999999
a,0.25416,2.65161,0.25416,2.65161,"{'att': 337, 'def': 21}","{'att': 199, 'def': 31}",2,10,0,2,0.0798,l,2021-11-06 15:00:00,0,0,1,0,-2.39745
h,1.31903,0.436331,1.31903,0.436331,"{'att': 282, 'def': 13}","{'att': 328, 'def': 28}",5,7,1,0,2.1129,w,2021-11-20 15:00:00,1,0,0,3,0.8826989999999999
a,0.297157,1.4047,0.297157,1.4047,"{'att': 240, 'def': 15}","{'att': 360, 'def': 27}",5,9,0,0,0.4192,d,2021-11-27 15:00:00,0,1,0,1,-1.1075430000000002
